globalSlot,batchFile,sheetSlot,itemIndex,itemName,variant,output,exists,family,subfamily,tradeRole,reviewStatus,reviewNotes,tokens
122,items-0101-0150.json,22,113,fabled yellow crystal,one,luxury/fabled_yellow_crystal.png,yes,luxury,jewelry,luxury,,,fabled_yellow_crystal fabled yellow crystal fabled yellow crystal luxury jewelry luxury rare single none jewelry crystals gem luxury one crafted common fine masterwork
123,items-0101-0150.json,23,114,gold necklace with blue gem,one,luxury/gold_necklace_with_blue_gem.png,yes,luxury,jewelry,luxury,,,gold_necklace_with_blue_gem gold necklace with blue gem gold necklace with blue gem luxury jewelry luxury rare single none jewelry necklaces gold metal luxury one crafted common fine
124,items-0101-0150.json,24,115,gold necklace with green gem,one,luxury/gold_necklace_with_green_gem.png,yes,luxury,jewelry,luxury,,,gold_necklace_with_green_gem gold necklace with green gem gold necklace with green gem luxury jewelry luxury uncommon single none jewelry necklaces gold metal luxury one few crafted common
125,items-0101-0150.json,25,116,gold necklace with orange gem,one,luxury/gold_necklace_with_orange_gem.png,yes,luxury,jewelry,luxury,,,gold_necklace_with_orange_gem gold necklace with orange gem gold necklace with orange gem luxury jewelry luxury rare single none jewelry necklaces gold metal luxury one crafted common fine
126,items-0101-0150.json,26,117,gold necklace with purple gem,one,luxury/gold_necklace_with_purple_gem.png,yes,luxury,jewelry,luxury,,,gold_necklace_with_purple_gem gold necklace with purple gem gold necklace with purple gem luxury jewelry luxury rare single none jewelry necklaces gold metal luxury one crafted common fine
127,items-0101-0150.json,27,118,gold necklace with red gem,one,luxury/gold_necklace_with_red_gem.png,yes,luxury,jewelry,luxury,,,gold_necklace_with_red_gem gold necklace with red gem gold necklace with red gem luxury jewelry luxury rare single none jewelry necklaces gold metal luxury one crafted common fine
128,items-0101-0150.json,28,119,gold necklace with white gem,one,luxury/gold_necklace_with_white_gem.png,yes,luxury,jewelry,luxury,,,gold_necklace_with_white_gem gold necklace with white gem gold necklace with white gem luxury jewelry luxury rare single none jewelry necklaces gold metal luxury one crafted common fine
129,items-0101-0150.json,29,120,silver necklace with blue gem,one,luxury/silver_necklace_with_blue_gem.png,yes,luxury,jewelry,luxury,,,silver_necklace_with_blue_gem silver necklace with blue gem silver necklace with blue gem luxury jewelry luxury uncommon single none jewelry necklaces metal luxury one few crafted common fine
130,items-0101-0150.json,30,121,silver necklace with green gem,one,luxury/silver_necklace_with_green_gem.png,yes,luxury,jewelry,luxury,,,silver_necklace_with_green_gem silver necklace with green gem silver necklace with green gem luxury jewelry luxury uncommon single none jewelry necklaces metal luxury one few crafted common fine
131,items-0101-0150.json,31,122,silver necklace with orange gem,one,luxury/silver_necklace_with_orange_gem.png,yes,luxury,jewelry,luxury,,,silver_necklace_with_orange_gem silver necklace with orange gem silver necklace with orange gem luxury jewelry luxury uncommon single none jewelry necklaces metal luxury one few crafted common fine
132,items-0101-0150.json,32,123,silver necklace with purple gem,one,luxury/silver_necklace_with_purple_gem.png,yes,luxury,jewelry,luxury,,,silver_necklace_with_purple_gem silver necklace with purple gem silver necklace with purple gem luxury jewelry luxury uncommon single none jewelry necklaces metal luxury one few crafted common fine
133,items-0101-0150.json,33,124,silver necklace with red gem,one,luxury/silver_necklace_with_red_gem.png,yes,luxury,jewelry,luxury,,,silver_necklace_with_red_gem silver necklace with red gem silver necklace with red gem luxury jewelry luxury uncommon single none jewelry necklaces metal luxury one few crafted common fine
134,items-0101-0150.json,34,125,silver necklace with white gem,one,luxury/silver_necklace_with_white_gem.png,yes,luxury,jewelry,luxury,,,silver_necklace_with_white_gem silver necklace with white gem silver necklace with white gem luxury jewelry luxury uncommon single none jewelry necklaces metal luxury one few crafted common fine
135,items-0101-0150.json,35,126,agate ring,one,luxury/agate_ring.png,yes,luxury,jewelry,luxury,,,agate_ring agate ring agate ring luxury jewelry luxury uncommon single none jewelry rings luxury one few crafted common fine locked
136,items-0101-0150.json,36,127,notable black onyx ring,one,luxury/notable_black_onyx_ring.png,yes,luxury,jewelry,luxury,,,notable_black_onyx_ring notable black onyx ring notable black onyx ring luxury jewelry luxury uncommon single none jewelry rings luxury one few crafted common fine locked
137,items-0101-0150.json,37,128,market brass ring,one,luxury/market_brass_ring.png,yes,luxury,jewelry,luxury,,,market_brass_ring market brass ring market brass ring luxury jewelry luxury common single none jewelry rings luxury one few crafted common noble_luxury finished_good
138,items-0101-0150.json,38,129,market bronze ring,one,luxury/market_bronze_ring.png,yes,luxury,jewelry,luxury,,,market_bronze_ring market bronze ring market bronze ring luxury jewelry luxury common single none jewelry rings luxury one few crafted common noble_luxury finished_good
139,items-0101-0150.json,39,130,ceremonial ring,one,luxury/ceremonial_ring.png,yes,luxury,jewelry,luxury,,,ceremonial_ring ceremonial ring ceremonial ring luxury jewelry luxury uncommon single none jewelry rings luxury one few crafted common fine locked
140,items-0101-0150.json,40,131,clay ring,one,luxury/clay_ring.png,yes,luxury,jewelry,luxury,,,clay_ring clay ring clay ring luxury jewelry luxury uncommon single none jewelry rings luxury one few crafted common fine noble_luxury
141,items-0101-0150.json,41,132,market copper ring,one,luxury/market_copper_ring.png,yes,luxury,jewelry,luxury,,,market_copper_ring market copper ring market copper ring luxury jewelry luxury common single none jewelry rings metal luxury one few crafted common noble_luxury
142,items-0101-0150.json,42,133,coral ring,one,luxury/coral_ring.png,yes,luxury,jewelry,luxury,,,coral_ring coral ring coral ring luxury jewelry luxury uncommon single none jewelry rings luxury one few crafted common fine noble_luxury
143,items-0101-0150.json,43,134,diamond ring,one,luxury/diamond_ring.png,yes,luxury,jewelry,luxury,,,diamond_ring diamond ring diamond ring luxury jewelry luxury rare single none jewelry rings luxury one crafted common fine masterwork locked
144,items-0101-0150.json,44,135,emerald ring,one,luxury/emerald_ring.png,yes,luxury,jewelry,luxury,,,emerald_ring emerald ring emerald ring luxury jewelry luxury uncommon single none jewelry rings luxury one few crafted common fine locked
145,items-0101-0150.json,45,136,notable glass ring,one,luxury/notable_glass_ring.png,yes,luxury,jewelry,luxury,,,notable_glass_ring notable glass ring notable glass ring luxury jewelry luxury uncommon single none jewelry rings art luxury one few crafted common fine
146,items-0101-0150.json,46,137,gold ring with cyan stone,one,luxury/gold_ring_with_cyan_stone.png,yes,luxury,jewelry,luxury,,,gold_ring_with_cyan_stone gold ring with cyan stone gold ring with cyan stone luxury jewelry luxury rare single none jewelry rings gold metal luxury one crafted common fine
147,items-0101-0150.json,47,138,gold ring with magenta stone,one,luxury/gold_ring_with_magenta_stone.png,yes,luxury,jewelry,luxury,,,gold_ring_with_magenta_stone gold ring with magenta stone gold ring with magenta stone luxury jewelry luxury rare single none jewelry rings gold metal luxury one crafted common fine
148,items-0101-0150.json,48,139,gold ring,one,luxury/gold_ring.png,yes,luxury,jewelry,luxury,,,gold_ring gold ring gold ring luxury jewelry luxury uncommon single none jewelry rings gold metal luxury one few crafted common
149,items-0101-0150.json,49,140,gold ring with blue stone,one,luxury/gold_ring_with_blue_stone.png,yes,luxury,jewelry,luxury,,,gold_ring_with_blue_stone gold ring with blue stone gold ring with blue stone luxury jewelry luxury rare single none jewelry rings gold metal luxury one crafted common fine
150,items-0101-0150.json,50,141,gold ring with green stone,one,luxury/gold_ring_with_green_stone.png,yes,luxury,jewelry,luxury,,,gold_ring_with_green_stone gold ring with green stone gold ring with green stone luxury jewelry luxury rare single none jewelry rings gold metal luxury one crafted common fine
151,items-0151-0200.json,1,142,gold ring with red stone,one,luxury/gold_ring_with_red_stone.png,yes,luxury,jewelry,luxury,,,gold_ring_with_red_stone gold ring with red stone gold ring with red stone luxury jewelry luxury rare single none jewelry rings gold metal luxury one crafted common fine
152,items-0151-0200.json,2,143,gold ring with white stone,one,luxury/gold_ring_with_white_stone.png,yes,luxury,jewelry,luxury,,,gold_ring_with_white_stone gold ring with white stone gold ring with white stone luxury jewelry luxury rare single none jewelry rings gold metal luxury one crafted common fine
